频道名称,分类,状态,响应时间,URL
重庆卫视,卫视频道,offline,N/A,http://39.135.138.58:18890/PLTV/88888888/224/3221225734/index.m3u8
重庆卫视,卫视频道,offline,N/A,http://222.241.134.209:8099/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://121.19.134.200:808/tsfile/live/1023_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://106.46.113.234:8888:4021/rtp/225.1.4.29:1058
重庆卫视,卫视频道,offline,N/A,http://[2409:8087:7008:20::2]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226202/1.m3u8
重庆卫视,卫视频道,offline,N/A,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
重庆卫视,卫视频道,offline,N/A,http://39.134.65.208/PLTV/88888888/224/3221226001/main.m3u8
重庆卫视,卫视频道,online,0.90s,http://39.164.174.139:5000/nl.m3u8?id=CQWS
重庆卫视,卫视频道,offline,N/A,http://183.162.119.200:9901/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,online,0.54s,http://219.145.59.166:8888/tsfile/live/1038_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226963/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~jTXsJprEx2nE38tdvu5lhA~tP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
重庆卫视,卫视频道,offline,1.78s,http://satellitepull.cnr.cn/live/wxcqws/playlist.m3u8
重庆卫视,卫视频道,offline,N/A,http://p.ytelc.com/videojs.php?id=https%3A%2F%2Fsjlivecdn9.cbg.cn%2F202504192255%2Fapp_2%2F_definst_%2Fls_2.stream%2Fchunklist.m3u8
重庆卫视,卫视频道,offline,N/A,http://[2409:8087:8:20::1c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226963/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~jTXsJprEx2nE38tdvu5lhA~tP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
重庆卫视,卫视频道,online,1.54s,http://60.172.130.146:352/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://180.213.174.225:9901/tsfile/live/1016_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://101.66.198.77:9901/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,online,1.12s,http://110.53.218.182:9902/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://36.35.16.98:9901/tsfile/live/0001_7.m3u8
重庆卫视,卫视频道,offline,N/A,http://148.135.93.213:81/live.php?id=%E9%87%8D%E5%BA%86%E5%8D%AB%E8%A7%86
重庆卫视,卫视频道,online,1.24s,http://119.39.9.8:9901/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://101.66.195.109:9901/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,online,0.52s,http://58.19.38.162:9901/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,online,0.58s,http://111.227.196.164:9901/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://113.64.94.175:9901/tsfile/live/1058_1.m3u8
重庆卫视,卫视频道,online,0.74s,http://114.104.171.233:20080/hls/26/index.m3u8
重庆卫视,卫视频道,offline,N/A,http://101.66.199.121:9901/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://101.66.199.82:9901/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://101.66.198.62:9901/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://101.66.198.132:9901/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://101.66.198.191:9901/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://101.66.198.211:9901/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://101.66.199.59:9901/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://116.149.224.120:9901/tsfile/live/1041_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://116.149.224.54:9901/tsfile/live/1041_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://101.66.198.78:9901/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://101.66.198.187:9901/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://113.195.45.95:9901/tsfile/live/0142_2.m3u8
重庆卫视,卫视频道,offline,N/A,http://101.66.198.50:9901/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,online,1.14s,https://www.yangshipin.cn/tv/home?pid=600002531###WEB\\n
重庆卫视,卫视频道,offline,N/A,http://p.ytelc.com/videojs.php?id=https%3A%2F%2Fsjlivecdn9.cbg.cn%2F202502281404%2Fapp_2%2F_definst_%2Fls_2.stream%2Fchunklist.m3u8
重庆卫视,卫视频道,offline,N/A,http://p.ytelc.com/videojs.php?id=https%3A%2F%2Fsjlivecdn9.cbg.cn%2F202503030305%2Fapp_2%2F_definst_%2Fls_2.stream%2Fchunklist.m3u8
重庆卫视,卫视频道,offline,N/A,http://101.66.199.239:9901/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://101.66.198.121:9901/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://cssbyd.imwork.net:8082/hls/35/index.m3u8
重庆卫视,卫视频道,offline,N/A,http://223.159.9.168:8099/tsfile/live/0142_1.m3u8
重庆卫视,卫视频道,offline,N/A,http://106.39.160.155/live.aishang.ctlcdn.com/00000110240012_1/playlist.m3u8?CONTENTID=00000110240012_1&AUTHINFO=FABqh274XDn8fkurD5614t+1RvYajgx+a3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom+XaXZYzB%2FQfYjeYzGgKhP%2Fdo+Xpr4quVxlkA+ubKvbU1XwJFRgrbX+nTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j+Xtwhj%2FIuXf1hJAU0X+heT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
重庆卫视,卫视频道,offline,N/A,http://221.216.136.61:4000/rtp/239.3.1.122:8160
重庆卫视,卫视频道,offline,N/A,http://114.252.236.205:8000/rtp/239.3.1.122:8160
重庆卫视,卫视频道,offline,N/A,http://111.193.237.90:4022/rtp/239.3.1.122:8160
东南卫视,卫视频道,online,0.62s,http://223.241.247.214:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,online,1.11s,http://58.220.219.14:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,8.73s,http://123.129.70.178:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://124.128.73.58:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,online,1.13s,http://116.128.242.83:9901/tsfile/live/0127_1.m3u8
东南卫视,卫视频道,online,0.99s,http://61.157.139.15:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,online,0.58s,http://61.136.67.238:50085/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://113.57.20.158:9901/tsfile/live/1046_1.m3u8
东南卫视,卫视频道,online,0.80s,http://61.136.172.236:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,online,1.14s,http://115.149.139.141:10001/tsfile/live/1035_1.m3u8?blog.ntnas.top=
东南卫视,卫视频道,online,0.55s,http://218.29.168.146:352/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,online,0.43s,http://39.164.180.36:19901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,online,0.52s,http://58.57.40.22:9901/tsfile/live/1037_1.m3u8
东南卫视,卫视频道,online,0.73s,http://110.53.52.63:8888/newlive/live/hls/47/live.m3u8
东南卫视,卫视频道,online,0.87s,http://36.32.174.67:60080/newlive/live/hls/33/live.m3u8
东南卫视,卫视频道,offline,N/A,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898%2F460000089800010096
东南卫视,卫视频道,online,0.58s,http://61.138.128.226:19901/tsfile/live/1014_1.m3u8
东南卫视,卫视频道,online,0.54s,http://60.172.130.146:352/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://nas.suntao.online:35455/itv/5000000004000010584.m3u8?cdn=bestzb
东南卫视,卫视频道,online,0.48s,http://42.48.105.224:9002/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,online,0.49s,http://113.195.7.56:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,online,4.82s,http://eu.huohuoaa.tech:1025/Smart.php?id=fujian
东南卫视,卫视频道,online,0.53s,http://112.123.243.37:50085/tsfile/live/0113_1.m3u8
东南卫视,卫视频道,online,0.78s,http://113.57.111.4:1111/tsfile/live/1027_1.m3u8
东南卫视,卫视频道,online,0.47s,http://58.19.43.46:9901/tsfile/live/1046_1.m3u8
东南卫视,卫视频道,offline,N/A,http://111.14.181.15:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://218.89.240.144:59901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,https://pixman.mytvsuper.com.mp/Smart.php?id=fujian
东南卫视,卫视频道,offline,N/A,http://61.146.189.78:8000/udp/239.77.1.104:5146
东南卫视,卫视频道,offline,N/A,http://47.122.125.40:6666/hls/dnhd.m3u8
东南卫视,卫视频道,offline,N/A,http://111.29.9.37:6610/000000001000/1000000002000009263/index.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT
东南卫视,卫视频道,offline,N/A,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/1.m3u8
东南卫视,卫视频道,offline,N/A,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东南卫视,卫视频道,offline,N/A,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226341/index.m3u8
东南卫视,卫视频道,offline,N/A,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226341/index.m3u8
东南卫视,卫视频道,offline,N/A,http://111.29.9.37:6610/000000001000/5000000004000010584/index.m3u8?channel-id=bestzb&Contentid=5000000004000010584&livemode=1&stbId=3
东南卫视,卫视频道,offline,N/A,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226341/index.m3u8
东南卫视,卫视频道,offline,N/A,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/1.m3u8
东南卫视,卫视频道,offline,N/A,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东南卫视,卫视频道,offline,N/A,http://39.135.133.167:80/TVOD/88888888/224/3221225950/main.m3u8
东南卫视,卫视频道,offline,N/A,http://111.48.34.237/PLTV/88888888/224/3221229810/1.m3u8
东南卫视,卫视频道,offline,N/A,http://111.48.34.237/PLTV/88888888/224/3221230507/1.m3u8
东南卫视,卫视频道,offline,N/A,http://192.168.0.5:35455/itv/5000000004000010584.m3u8?cdn=bestzb
东南卫视,卫视频道,offline,N/A,http://192.168.0.5:35455/itv/1000000005000265033.m3u8?cdn=ystenlive
东南卫视,卫视频道,online,0.55s,http://113.195.13.154:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://800686.xyz:35455/bptv/10000100000000050000000003873473.m3u8
东南卫视,卫视频道,offline,N/A,http://110.81.206.138:49231/tsfile/live/23021_1.m3u8
东南卫视,卫视频道,offline,N/A,http://101.66.199.246:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,online,0.52s,http://113.57.93.165:9900/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://101.66.199.6:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://101.66.198.255:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,1.32s,http://60.223.224.176:8888/newlive/live/hls/49/live.m3u8
东南卫视,卫视频道,offline,N/A,http://58.17.116.69:9903/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,online,1.25s,http://123.130.84.106:8154/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,online,0.60s,http://183.131.246.250:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,3.85s,http://60.209.125.254:352/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,online,0.54s,http://58.221.214.82:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,online,0.30s,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=dongnan&P2PChannelID=pd%3A%2F%2Fcctv_p2p_dongnan
东南卫视,卫视频道,online,0.93s,http://119.36.148.115:59901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://101.66.198.193:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227195/index.m3u8
东南卫视,卫视频道,offline,N/A,http://101.66.198.2:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://101.66.198.83:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://101.66.198.175:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://101.66.198.247:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://101.66.198.211:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://119.62.36.174:9901/tsfile/live/0120_1.m3u8
东南卫视,卫视频道,offline,N/A,http://123.163.55.234:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://huangxin.quipor.cn:12999/hls/35/index.m3u8?url=tvzb.com
东南卫视,卫视频道,offline,N/A,http://tvh.990066.xyz/stream/channelid/1945180578?profile=pass
东南卫视,卫视频道,offline,N/A,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226496/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~kZUfG47p98m2PZiCsgkhyQ~_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNM5EcQIH6BiwZavlhPLb4oJ%2CEND
东南卫视,卫视频道,offline,N/A,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000502/index.m3u8
东南卫视,卫视频道,offline,N/A,http://39.135.138.58:18890/PLTV/88888888/224/3221225657/index.m3u8
东南卫视,卫视频道,offline,N/A,http://222.241.134.209:8099/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://121.19.134.200:808/tsfile/live/1014_1.m3u8
东南卫视,卫视频道,offline,N/A,http://106.46.113.234:8888:4021/rtp/225.1.4.32:1061
东南卫视,卫视频道,offline,N/A,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225766/index.m3u8
东南卫视,卫视频道,online,0.51s,http://39.164.174.139:5000/nl.m3u8?id=DNWS
东南卫视,卫视频道,offline,N/A,http://183.162.119.200:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,online,0.54s,http://219.145.59.166:8888/tsfile/live/1040_1.m3u8
东南卫视,卫视频道,offline,4.07s,http://60.209.125.254:352/tsfile/live/0137_1.m3u8?ace=
东南卫视,卫视频道,offline,N/A,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226991/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~Q6F5Mjgs0tJyEArWFL3vQA~tP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
东南卫视,卫视频道,offline,1.80s,https://live1-fuyun.fjtv.net/dnpd/hd/live.m3u8?_upt=eee5c82a1745088483
东南卫视,卫视频道,offline,N/A,http://[2409:8087:8:20::1c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226991/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~Q6F5Mjgs0tJyEArWFL3vQA~tP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
东南卫视,卫视频道,online,8.30s,http://220.164.192.48:50085/tsfile/live/0120_1.m3u8
东南卫视,卫视频道,offline,5.23s,http://1b6467f415.iok.la:9931/tsfile/live/1075_1.m3u8
东南卫视,卫视频道,online,1.14s,http://183.66.15.146:60901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://101.66.198.191:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://122.139.47.206:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,online,0.53s,http://110.53.218.182:9902/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://36.35.16.98:9901/tsfile/live/0001_5.m3u8
东南卫视,卫视频道,offline,N/A,http://148.135.93.213:81/live.php?id=%E4%B8%9C%E5%8D%97%E5%8D%AB%E8%A7%86
东南卫视,卫视频道,online,0.47s,http://58.19.252.68:1111/tsfile/live/1028_1.m3u8
东南卫视,卫视频道,online,0.58s,http://111.227.196.164:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://113.64.94.175:9901/tsfile/live/1042_1.m3u8
东南卫视,卫视频道,offline,N/A,http://106.46.113.171:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,online,0.67s,http://114.104.171.233:20080/hls/18/index.m3u8
东南卫视,卫视频道,offline,N/A,http://101.66.198.155:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://101.66.199.121:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://36.40.236.131:9999/tsfile/live/0137_2.m3u8
东南卫视,卫视频道,offline,N/A,http://101.66.198.132:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://101.66.199.59:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://cc2025-ynbit.ifengli.com:2000/live/fjws-hd/1.m3u8?wsSecret=aac338d61522f7f247a42ccb49496b78&wsABSTime=67bfb398&us=9369b7b3d27936006480582ca7dc1518
东南卫视,卫视频道,offline,N/A,http://cc2025-ynbit.ifengli.com:2000/live/fjws-hd/2500/2500.m3u8?innersid=17282624564348050088&wsSecret=aac338d61522f7f247a42ccb49496b78&wsABSTime=67bfb398&us=9369b7b3d27936006480582ca7dc1518
东南卫视,卫视频道,offline,N/A,http://116.149.224.120:9901/tsfile/live/0117_1.m3u8
东南卫视,卫视频道,offline,N/A,http://116.149.224.54:9901/tsfile/live/0117_1.m3u8
东南卫视,卫视频道,offline,N/A,http://101.66.199.171:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://101.66.198.187:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,online,1.18s,https://www.yangshipin.cn/tv/home?pid=600002484###WEB\\n
东南卫视,卫视频道,offline,N/A,https://www.freetv.top/migu/849116810.m3u8?migutoken=8deea4a385c3339831245ca5c4b1b355e566bda408004845ea4932554f7f4de6373824ea5bd6a99b11020ed7ae2aa79dd1735d5b5f26b52d832d339405d898301464860966a0cf609efa0f8aab
东南卫视,卫视频道,offline,N/A,http://101.66.199.239:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://101.66.198.121:9901/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,offline,N/A,http://223.159.9.168:8099/tsfile/live/0137_1.m3u8
东南卫视,卫视频道,online,0.05s,https://www.yangshipin.cn/tv/home?pid=600002484
东南卫视,卫视频道,offline,N/A,http://106.39.160.155/live.aishang.ctlcdn.com/00000110240588_1/playlist.m3u8?CONTENTID=00000110240588_1&AUTHINFO=FABqh274XDn8fkurD5614t+1RvYajgx+a3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom+XaXZYzB%2FQfYjeYzGgKhP%2Fdo+Xpr4quVxlkA+ubKvbU1XwJFRgrbX+nTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j+Xtwhj%2FIuXf1hJAU0X+heT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
东南卫视,卫视频道,offline,N/A,http://221.216.136.61:4000/rtp/239.3.1.156:8148
东南卫视,卫视频道,offline,N/A,http://114.252.236.205:8000/rtp/239.3.1.156:8148
东南卫视,卫视频道,offline,N/A,http://111.193.237.90:4022/rtp/239.3.1.156:8148
甘肃卫视,卫视频道,offline,N/A,http://220.164.192.48:50085/tsfile/live/0141_1.m3u8
甘肃卫视,卫视频道,online,0.58s,http://61.138.128.226:19901/tsfile/live/0141_1.m3u8
甘肃卫视,卫视频道,offline,N/A,http://124.128.73.58:9901/tsfile/live/0141_1.m3u8
甘肃卫视,卫视频道,online,1.11s,http://58.220.219.14:9901/tsfile/live/0141_1.m3u8
甘肃卫视,卫视频道,online,0.45s,http://39.150.96.141:65535/tsfile/live/0141_1.m3u8
甘肃卫视,卫视频道,online,0.43s,http://39.164.180.36:19901/tsfile/live/0141_1.m3u8
甘肃卫视,卫视频道,online,0.52s,http://58.57.40.22:9901/tsfile/live/1056_1.m3u8
甘肃卫视,卫视频道,online,0.73s,http://110.53.52.63:8888/newlive/live/hls/35/live.m3u8
甘肃卫视,卫视频道,offline,N/A,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898%2F460000089800010098
甘肃卫视,卫视频道,online,1.00s,http://120.238.94.10:9901/tsfile/live/1079_1.m3u8
甘肃卫视,卫视频道,online,2.49s,http://139.129.231.228:50060/rtp/239.21.2.22:5002
甘肃卫视,卫视频道,offline,1.69s,http://111.61.236.247:9081/hls/54/index.m3u8
甘肃卫视,卫视频道,offline,N/A,http://183.11.239.36:808/hls/119/index.m3u8
甘肃卫视,卫视频道,offline,N/A,http://nas.suntao.online:35455/itv/5000000011000031121.m3u8?cdn=bestzb
甘肃卫视,卫视频道,online,0.53s,http://112.123.243.37:50085/tsfile/live/0123_1.m3u8
甘肃卫视,卫视频道,offline,N/A,http://110.80.17.38:9901/tsfile/live/0141_1.m3u8
甘肃卫视,卫视频道,online,0.96s,http://121.33.239.242:9901/tsfile/live/0141_1.m3u8
甘肃卫视,卫视频道,online,0.57s,http://118.122.189.74:9901/tsfile/live/0141_1.m3u8
甘肃卫视,卫视频道,offline,N/A,http://111.29.9.37:6610/000000001000/1000000002000017827/index.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT
甘肃卫视,卫视频道,offline,N/A,http://111.48.34.237/PLTV/88888888/224/3221230502/1.m3u8
甘肃卫视,卫视频道,offline,N/A,http://111.48.34.237/PLTV/88888888/224/3221230521/1.m3u8
甘肃卫视,卫视频道,online,1.34s,http://60.209.125.254:352/tsfile/live/0141_1.m3u8?ace=
甘肃卫视,卫视频道,offline,N/A,http://192.168.0.5:35455/itv/5000000011000031121.m3u8?cdn=bestzb
甘肃卫视,卫视频道,online,1.86s,http://1.195.30.9:19901/tsfile/live/0141_1.m3u8
甘肃卫视,卫视频道,offline,N/A,http://800686.xyz:35455/bptv/10000100000000050000000003887450.m3u8
甘肃卫视,卫视频道,offline,N/A,http://58.243.224.244:9901/tsfile/live/1029_1.m3u8
甘肃卫视,卫视频道,offline,N/A,http://58.243.224.242:9901/tsfile/live/1029_1.m3u8
甘肃卫视,卫视频道,offline,N/A,http://123.132.233.194:352/tsfile/live/0141_1.m3u8
甘肃卫视,卫视频道,offline,N/A,http://110.81.206.138:49231/tsfile/live/23059_1.m3u8
甘肃卫视,卫视频道,online,0.50s,http://60.223.224.176:8888/newlive/live/hls/35/live.m3u8?
甘肃卫视,卫视频道,offline,N/A,http://218.13.14.6:60050/tsfile/live/1052_1.m3u8
甘肃卫视,卫视频道,online,0.86s,http://36.32.174.67:60080/newlive/live/hls/30/live.m3u8
甘肃卫视,卫视频道,offline,N/A,http://148.135.93.213/live.php?id=%E9%9D%92%E6%B5%B7%E5%8D%AB%E8%A7%86
甘肃卫视,卫视频道,offline,2.29s,http://123.130.84.106:8154/tsfile/live/0141_1.m3u8
甘肃卫视,卫视频道,offline,N/A,http://hms2924nc1972666636.live.aikan.miguvideo.com/wh7f454c46tw1590536221_1219061924/envivo_v/2018/SD/gansu/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073740&ContentId=531261933&timezone=UTC&mtv_session=c42270b736c7f7ad784d63391d3520bc&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=9de29b7faceedf77d9b5796d2c8448a3&%E5%92%AA%E5%92%95=
甘肃卫视,卫视频道,offline,N/A,http://14.29.76.30:9901/tsfile/live/0141_1.m3u8
甘肃卫视,卫视频道,offline,N/A,http://www.zzlag.top:9087/tsfile/live/0141_1.m3u8
甘肃卫视,卫视频道,offline,N/A,http://123.163.55.234:9901/tsfile/live/0141_1.m3u8
甘肃卫视,卫视频道,offline,N/A,http://huangxin.quipor.cn:12999/hls/42/index.m3u8?url=tvzb.com
甘肃卫视,卫视频道,offline,N/A,http://tvh.990066.xyz/stream/channelid/1656627549?profile=pass
甘肃卫视,卫视频道,offline,N/A,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226545/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~PxObabIs3mLyPmSf2HHtqQ~_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNBE3K16ZfzYGIqbP6z6cGJ%2CEND
甘肃卫视,卫视频道,offline,N/A,http://106.46.113.234:8888:4021/rtp/225.1.4.42:1071
甘肃卫视,卫视频道,offline,N/A,http://39.134.66.66/PLTV/88888888/224/3221225584/main.m3u8
甘肃卫视,卫视频道,online,0.51s,http://39.164.174.139:5000/nl.m3u8?id=GSWS
甘肃卫视,卫视频道,offline,N/A,http://183.162.119.200:9901/tsfile/live/1046_1.m3u8
甘肃卫视,卫视频道,online,0.54s,http://219.145.59.166:8888/tsfile/live/1048_1.m3u8
甘肃卫视,卫视频道,offline,N/A,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221227003/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~Sco1zinvdUYzleEkXYhIvA~tP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
甘肃卫视,卫视频道,offline,1.47s,http://satellitepull.cnr.cn/live/wxgsws/playlist.m3u8
甘肃卫视,卫视频道,online,1.27s,http://p.ytelc.com/videojs.php?id=https%3A%2F%2Fhls.gstv.com.cn%2F49048r%2F6e1sy2.m3u8
甘肃卫视,卫视频道,offline,N/A,http://[2409:8087:8:20::1c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227003/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~Sco1zinvdUYzleEkXYhIvA~tP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
